label,message
phishing,WhatsApp verification required klik wa-verify.site
safe,"Like  &lt;#&gt; , same question"
safe,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
safe,Is ur paper today in e morn or aft?
safe,K:)k:)good:)study well.
safe,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
safe,"Aight no rush, I'll ask jay"
safe,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
safe,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer..."
safe,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
safe,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
safe,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
phishing,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
safe,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
safe,get ready to moan and scream :)
safe,Cool. So how come you havent been wined and dined before?
safe,Sir send to group mail check it.
safe,You'll never believe this but i have actually got off at taunton. Wow
safe,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
phishing,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
phishing,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
safe,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
safe,Quite lor. But dun tell him wait he get complacent...
safe,Sila pastikan anak bawa pakaian sukan hari Khamis
phishing,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for ?3/wk
safe,* Am on my way
safe,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
phishing,XMAS iscoming & ur awarded either ?500 CD gift vouchers & free entry 2 r ?100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription
safe,Pls speak to that customer machan.
safe,Let me know when you've got the money so carlos can make the call
safe,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
safe,Jason says it's cool if we pick some up from his place in like an hour
safe,Please sen :)my kind advice :-)please come here and try:-)
safe,Lol they were mad at first but then they woke up and gave in.
safe,Thanx but my birthday is over already.
safe,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ?_ not interested.
safe,Wish u many many returns of the day.. Happy birthday vikky..
suspicious,Sila klik untuk semak status akaun
safe,No dear i was sleeping :-P
safe,Can you do online transaction?
safe,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
phishing,<Forwarded from 88877>FREE entry into our ?250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
safe,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
safe,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
safe,Oh yeah I forgot. U can only take 2 out shopping at once.
safe,?? got wat to buy tell us then ?_ no need to come in again.
safe,None of that's happening til you get here though
safe,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
safe,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
safe,I AM AT A PARTY WITH ALEX NICHOLS
safe,Its like that hotel dusk game i think. You solve puzzles in a area thing
safe,I wish u were here. I feel so alone
phishing,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
safe,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
safe,I dont know oh. Hopefully this month.
safe,You call him now ok i said call him
safe,I will reach before ten morning
safe,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
phishing,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
safe,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
safe,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS ? FUCKINNICE!SELFISH
safe,Ugh just got outta class
safe,I'm now but have to wait till 2 for the bus to pick me.
safe,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*"""
safe,I to am looking forward to all the sex cuddling.. Only two more sleeps
safe,How are you holding up?
safe,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
phishing,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 ?3/wk 087016248
safe,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
safe,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.
safe,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough ?_"
safe,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
safe,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
safe,He also knows about lunch menu only da. . I know
phishing,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
safe,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
safe,Have you bookedthe hut? And also your time off? How are you by the way?
safe,Total video converter free download type this in google search:)
safe,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
safe,Ok then u tell me wat time u coming later lor.
safe,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
safe,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
safe,Can come my room but cannot come my house cos my house still messy... Haha...
safe,No one interested. May be some business plan.
safe,We left already we at orchard now.
safe,"Sounds good, keep me posted"
safe,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
safe,yes baby! I need to stretch open your pussy!
safe,Ok. There may be a free gym about.
safe,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
safe,happened here while you were adventuring
phishing,Great News! Call FREEFONE 08006344447 to claim your guaranteed ?1000 CASH or ?2000 gift. Speak to a live operator NOW!
safe,"Dude u knw also telugu..thts gud..k, gud nyt.."
phishing,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
safe,"\What are youdoing later? Sar xxx\"""""
phishing,URGENT! Your Mobile number has been awarded with a ?2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
phishing,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
safe,Dude how do you like the buff wind.
safe,Gud mrng dear hav a nice day
safe,I am late. I will be there at
safe,"I'm in a meeting, call me later at"
safe,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
safe,Why you keeping me away like this
safe,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
phishing,Akaun sekolah anda bermasalah klik sekolah-login.xyz
phishing,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
safe,First answer my question.
safe,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
phishing,Claim voucher RM200 klik di voucher-free.site
safe,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
safe,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
safe,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
safe,Blank is Blank. But wat is blank? Lol
safe,"No worries, hope photo shoot went well. have a spiffing fun at workage."
safe,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
phishing,SMS. ac sun0819 posts HELLO:\You seem cool
safe,Even i cant close my eyes you are in me our vava playing umma :-D
safe,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
safe,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
safe,I dont thnk its a wrong calling between us
safe,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...
phishing,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
safe,I hope your pee burns tonite.
safe,Do well :)all will for little time. Thing of good times ahead:
safe,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
safe,No..but heard abt tat..
safe,Same as kallis dismissial in 2nd test:-).
safe,Aight well keep me informed
safe,Can't take any major roles in community outreach. You rock mel
phishing,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
phishing,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
safe,Might ax well im there.
safe,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
safe,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
safe,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
safe,They did't play one day last year know even though they have very good team.. Like india.
safe,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
phishing,You won RM1000 shopping voucher! Claim reward: http://voucher-claim.xyz
safe,WHORE YOU ARE UNBELIEVABLE.
safe,Ya had just now.onion roast.
safe,ok....take care.umma to you too...
safe,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
safe,Lol! Oops sorry! Have fun.
safe,So that means you still think of teju
safe,Hope you?re not having too much fun without me!! see u tomorrow love jess x
safe,Correct. So how was work today
safe,I thought slide is enough.
safe,Painful words- \I thought being Happy was the most toughest thing on Earth... But
safe,Y bishan lei... I tot ?_ say lavender?
safe,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
phishing,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or ?1000. To claim txt DIS to 87121 18+6*?1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
safe,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
safe,Feel like trying kadeem again? :V
safe,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
safe,No. Thank you. You've been wonderful
safe,I'm on the bus. Love you
safe,I luv u soo much u don?t understand how special u r 2 me ring u 2morrow luv u xxx
safe,"Im in inperialmusic listening2the weirdest track ever by?leafcutter john?-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
safe,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
safe,Oh yah... We never cancel leh... Haha
safe,Ok lor wat time ?_ finish?
safe,Will you come online today night
safe,I can ask around but there's not a lot in terms of mids up here
safe,I absolutely LOVE South Park! I only recently started watching the office.
safe,I think the other two still need to get cash but we can def be ready by 9
safe,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
safe,Just nw i came to hme da..
safe,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
suspicious,Sila confirm nombor telefon anda
safe,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
safe,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
safe,Those ducking chinchillas
safe,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
safe,That's cause your old. I live to be high.
safe,Give me a sec to think think about it
safe,Oh ya ya. I remember da. .
safe,Every monday..nxt week vl be completing..
safe,Minimum walk is 3miles a day.
safe,Ok i am on the way to home hi hi
safe,Can you do a mag meeting this avo at some point?
safe,Two teams waiting for some players
safe,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
safe,They finally came to fix the ceiling.
phishing,Bantuan sara hidup klik bantuan-sara.xyz
safe,At home watching tv lor.
phishing,Shopee refund gagal sila isi detail bank di refund-secure.site
safe,Lol alright i was thinkin that too haha
safe,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
safe,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
safe,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
safe,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
safe,Call me when u're done...
safe,In work now. Going have in few min.
safe,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
safe,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"""
phishing,Congratulations ur awarded either ?500 of CD gift vouchers & Free entry 2 our ?100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
safe,Think + da. You wil do.
phishing,Update bank detail untuk bayaran klik bank-detail.site
safe,If you r @ home then come down within 5 min
safe,I'm always looking for an excuse to be in the city.
safe,Happy new years melody!
safe,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
safe,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
safe,Dunno da next show aft 6 is 850. Toa payoh got 650.
safe,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
safe,Hi msg me:)i'm in office..
safe,"Yeah, probably here for a while"
phishing,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
safe,Yup i thk so until e shop closes lor.
phishing,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
safe,No pic. Please re-send.
safe,But am going to college pa. What to do. are else ill come there it self. Pa.
safe,Dare i ask... Any luck with sorting out the car?
safe,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
phishing,Urgent! Please call 09061213237 from a landline. ?5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
safe,Hi.what you think about match?
safe,Yes... I trust u to buy new stuff ASAP so I can try it out
safe,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
safe,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\"""""
safe,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
suspicious,Sila verify email anda
safe,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
safe,So what u doing today?
safe,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
safe,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"""""
safe,That seems unnecessarily affectionate
safe,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
safe,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
safe,Goodnight da thangam I really miss u dear.
safe,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
safe,YO YO YO BYATCH WHASSUP?
safe,Yeah it's jus rite...
phishing,Congratulations YOU'VE Won. You're a Winner in our August ?1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
safe,Hey... What time is your driving on fri? We go for evaluation on fri?
safe,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
safe,Lmao but its so fun...
safe,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
safe,Oops. 4 got that bit.
safe,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
safe,No de.am seeing in online shop so that i asked.
safe,"Excellent, I'll see what riley's plans are"
safe,"Aight, call me once you're close"
safe,I'm in inside office..still filling forms.don know when they leave me.
safe,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN
safe,Oh is it! Which brand?
phishing,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
safe,I am not sure about night menu. . . I know only about noon menu
safe,Nope. Meanwhile she talk say make i greet you.
safe,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born"
safe,"It?? reassuring, in this crazy world."
safe,"Miss ya, need ya, want ya, love ya."
phishing,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
safe,"How long before you get reply, just defer admission til next semester"
safe,How much did ur hdd casing cost.
phishing,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
safe,No that just means you have a fat head
safe,"I just got home babe, are you still awake ?"
safe,Oh k:)after that placement there ah?
safe,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
safe,How will I creep on you now? ;_;
phishing,Your PayNow transaction failed. Retry now: http://paynow-fix.click
safe,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
safe,Customer place i will call you
phishing,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or ?250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
safe,Anytime...
safe,I'm very happy for you babe ! Woo hoo party on dude!
safe,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
safe,I've told you everything will stop. Just dont let her get dehydrated.
safe,Nt joking seriously i told
safe,No. Yes please. Been swimming?
safe,Sounds like something that someone testing me would sayy
safe,Ya:)going for restaurant..
safe,The evo. I just had to download flash. Jealous?
safe,I didn't get the second half of that message
safe,Shb b ok lor... Thanx...
safe,?? mean it's confirmed... I tot they juz say oni... Ok then...
safe,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
safe,Yup...
safe,U know we watchin at lido?
safe,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\"""""
safe,Ranjith cal drpd Deeraj and deepak 5min hold
safe,"Evening * v good if somewhat event laden. Will fill you in, don't you worry ?_ Head * ok but throat * wrecked. See you at six then!"
safe,I'll probably be by tomorrow (or even later tonight if something's going on)
phishing,Security team minta anda confirm OTP segera
safe,Harap maklum cuti umum hari Isnin
safe,I cant wait to see you! How were the photos were useful? :)
phishing,Anda dipilih untuk hadiah klik link sekarang di prize-claim.xyz
phishing,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
safe,Is xy going 4 e lunch?
safe,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
phishing,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
safe,No da. I am happy that we sit together na
safe,"Goodmorning, Today i am late for  &lt;#&gt; min."
suspicious,Notis akhir sila respon segera
safe,Many times we lose our best ones bcoz we are
safe,Dont let studying stress you out. L8r.
safe,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
safe,Do u noe how 2 send files between 2 computers?
safe,Ok... Thanx... Gd nite 2 ?_ too...
safe,You still around? Looking to pick up later
safe,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
safe,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
safe,"sorry, no, have got few things to do. may be in pub later."
phishing,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
safe,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
safe,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
safe,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
phishing,You have won a guaranteed ?200 award or even ?1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
safe,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
safe,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
safe,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
safe,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
phishing,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
safe,Will be office around 4 pm. Now i am going hospital.
safe,Happy new year. Hope you are having a good semester
safe,Or just do that 6times
safe,Ok...
safe,Yun buying... But school got offer 2000 plus only...
safe,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
safe,Okay... I booked all already... Including the one at bugis.
safe,WOT U WANNA DO THEN MISSY?
safe,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
safe,What class of  &lt;#&gt;  reunion?
safe,Still in the area of the restaurant. Ill try to come back soon
safe,What does the dance river do?
safe,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
safe,* Am on a train back from northampton so i'm afraid not!
safe,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
phishing,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
phishing,Phony ?350 award - Todays Voda numbers ending XXXX are selected to receive a ?350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
safe,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
phishing,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7"
safe,Host-based IDPS for linux systems.
safe,"Dear relieved of westonzoyland, all going to plan this end too!"
safe,Hmmm:)how many players selected?
safe,Just seeing your missed call my dear brother. Do have a gr8 day.
safe,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THAT?S AL!!!!!!!!!
safe,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
safe,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
safe,Nothing spl..wat abt u and whr ru?
safe,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
phishing,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
phishing,"Win the newest ??Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
phishing,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
safe,So i could kiss and feel you next to me...
phishing,"Loan for any purpose ?500 - ?75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
safe,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
safe,Gud ni8.swt drms.take care
phishing,"Last Chance! Claim ur ?150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. ?3.00 Sub. 16"
safe,Do ?_ all wan 2 meet up n combine all the parts? How's da rest of da project going?
safe,Just got outta class gonna go gym.
safe,Hey you around? I've got enough for a half + the ten I owe you
safe,You do what all you like
phishing,Cikgu ada surat penting klik link untuk download di file-download.top
safe,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
safe,Hey what's up charles sorry about the late reply.
safe,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
safe,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
safe,I want to be inside you every night...
suspicious,Sila isi maklumat untuk pengaktifan
